age,sex,smoker,payback_type,face_value
35,female,no,10,100000
35,female,no,10,250000
35,female,no,10,1000000
35,female,no,25,10000
35,female,no,25,25000
35,female,no,25,50000
35,female,no,25,100000
35,female,no,25,250000
35,female,no,25,1000000
36,male,yes,Annual Forever,10000
36,male,yes,Annual Forever,25000
36,male,yes,Annual Forever,50000
36,male,yes,Annual Forever,100000
36,male,yes,Annual Forever,250000
36,male,yes,Annual Forever,1000000
36,male,yes,1,10000
36,male,yes,1,25000
36,male,yes,1,50000
36,male,yes,1,100000
36,male,yes,1,250000
36,male,yes,1,1000000
36,male,yes,5,10000
36,male,yes,5,25000
36,male,yes,5,50000
36,male,yes,5,100000
36,male,yes,5,250000
36,male,yes,5,1000000
36,male,yes,10,10000
36,male,yes,10,25000
36,male,yes,10,50000
36,male,yes,10,100000
36,male,yes,10,250000
36,male,yes,10,1000000
36,male,yes,25,10000
36,male,yes,25,25000
36,male,yes,25,50000
36,male,yes,25,100000
36,male,yes,25,250000
36,male,yes,25,1000000
36,male,no,Annual Forever,10000
36,male,no,Annual Forever,25000
36,male,no,Annual Forever,50000
36,male,no,Annual Forever,100000
36,male,no,Annual Forever,250000
36,male,no,Annual Forever,1000000
36,male,no,1,10000
36,male,no,1,25000
36,male,no,1,50000
36,male,no,1,100000
36,male,no,1,250000
36,male,no,1,1000000
36,male,no,5,10000
36,male,no,5,25000
36,male,no,5,50000
36,male,no,5,100000
36,male,no,5,250000
36,male,no,5,1000000
36,male,no,10,10000
36,male,no,10,25000
36,male,no,10,50000
36,male,no,10,100000
36,male,no,10,250000
36,male,no,10,1000000
36,male,no,25,10000
36,male,no,25,25000
36,male,no,25,50000
36,male,no,25,100000
36,male,no,25,250000
36,male,no,25,1000000
36,female,yes,Annual Forever,10000
36,female,yes,Annual Forever,25000
36,female,yes,Annual Forever,50000
36,female,yes,Annual Forever,100000
36,female,yes,Annual Forever,250000
36,female,yes,Annual Forever,1000000
36,female,yes,1,10000
36,female,yes,1,25000
36,female,yes,1,50000
36,female,yes,1,100000
36,female,yes,1,250000
36,female,yes,1,1000000
36,female,yes,5,10000
36,female,yes,5,25000
36,female,yes,5,50000
36,female,yes,5,100000
36,female,yes,5,250000
36,female,yes,5,1000000
36,female,yes,10,10000
36,female,yes,10,25000
36,female,yes,10,50000
36,female,yes,10,100000
36,female,yes,10,250000
36,female,yes,10,1000000
36,female,yes,25,10000
36,female,yes,25,25000
36,female,yes,25,50000
36,female,yes,25,100000
36,female,yes,25,250000
36,female,yes,25,1000000
36,female,no,Annual Forever,10000
36,female,no,Annual Forever,25000
36,female,no,Annual Forever,50000
36,female,no,Annual Forever,100000
36,female,no,Annual Forever,250000
36,female,no,Annual Forever,1000000
36,female,no,1,10000
36,female,no,1,25000
36,female,no,1,50000
36,female,no,1,100000
36,female,no,1,250000
36,female,no,1,1000000
36,female,no,5,10000
36,female,no,5,25000
36,female,no,5,50000
36,female,no,5,100000
36,female,no,5,250000
36,female,no,5,1000000
36,female,no,10,10000
36,female,no,10,25000
36,female,no,10,50000
36,female,no,10,100000
36,female,no,10,250000
36,female,no,10,1000000
36,female,no,25,10000
36,female,no,25,25000
36,female,no,25,50000
36,female,no,25,100000
36,female,no,25,250000
36,female,no,25,1000000
37,male,yes,Annual Forever,10000
37,male,yes,Annual Forever,25000
37,male,yes,Annual Forever,50000
37,male,yes,Annual Forever,100000
37,male,yes,Annual Forever,250000
37,male,yes,Annual Forever,1000000
37,male,yes,1,10000
37,male,yes,1,25000
37,male,yes,1,50000
37,male,yes,1,100000
37,male,yes,1,250000
37,male,yes,1,1000000
37,male,yes,5,10000
37,male,yes,5,25000
37,male,yes,5,50000
37,male,yes,5,100000
37,male,yes,5,250000
37,male,yes,5,1000000
37,male,yes,10,10000
37,male,yes,10,25000
37,male,yes,10,50000
37,male,yes,10,100000
37,male,yes,10,250000
37,male,yes,10,1000000
37,male,yes,25,10000
37,male,yes,25,25000
37,male,yes,25,50000
37,male,yes,25,100000
37,male,yes,25,250000
37,male,yes,25,1000000
37,male,no,Annual Forever,10000
37,male,no,Annual Forever,25000
37,male,no,Annual Forever,50000
37,male,no,Annual Forever,100000
37,male,no,Annual Forever,250000
37,male,no,Annual Forever,1000000
37,male,no,1,10000
37,male,no,1,25000
37,male,no,1,50000
37,male,no,1,100000
37,male,no,1,250000
37,male,no,1,1000000
37,male,no,5,10000
37,male,no,5,25000
37,male,no,5,50000
37,male,no,5,100000
37,male,no,5,250000
37,male,no,5,1000000
37,male,no,10,10000
37,male,no,10,25000
37,male,no,10,50000
37,male,no,10,100000
37,male,no,10,250000
37,male,no,10,1000000
37,male,no,25,10000
37,male,no,25,25000
37,male,no,25,50000
37,male,no,25,100000
37,male,no,25,250000
37,male,no,25,1000000
37,female,yes,Annual Forever,10000
37,female,yes,Annual Forever,25000
37,female,yes,Annual Forever,50000
37,female,yes,Annual Forever,100000
37,female,yes,Annual Forever,250000
37,female,yes,Annual Forever,1000000
37,female,yes,1,10000
37,female,yes,1,25000
37,female,yes,1,50000
37,female,yes,1,100000
37,female,yes,1,250000
37,female,yes,1,1000000
37,female,yes,5,10000
37,female,yes,5,25000
37,female,yes,5,50000
37,female,yes,5,100000
37,female,yes,5,250000
37,female,yes,5,1000000
37,female,yes,10,10000
37,female,yes,10,25000
37,female,yes,10,50000
37,female,yes,10,100000
37,female,yes,10,250000
37,female,yes,10,1000000
37,female,yes,25,10000
37,female,yes,25,25000
37,female,yes,25,50000
37,female,yes,25,100000
37,female,yes,25,250000
37,female,yes,25,1000000
37,female,no,Annual Forever,10000
37,female,no,Annual Forever,25000
37,female,no,Annual Forever,50000
37,female,no,Annual Forever,100000
37,female,no,Annual Forever,250000
37,female,no,Annual Forever,1000000
37,female,no,1,10000
37,female,no,1,25000
37,female,no,1,50000
37,female,no,1,100000
37,female,no,1,250000
37,female,no,1,1000000
37,female,no,5,10000
37,female,no,5,25000
37,female,no,5,50000
37,female,no,5,100000
37,female,no,5,250000
37,female,no,5,1000000
37,female,no,10,10000
37,female,no,10,25000
37,female,no,10,50000
37,female,no,10,100000
37,female,no,10,250000
37,female,no,10,1000000
37,female,no,25,10000
37,female,no,25,25000
37,female,no,25,50000
37,female,no,25,100000
37,female,no,25,250000
37,female,no,25,1000000
38,male,yes,Annual Forever,10000
38,male,yes,Annual Forever,25000
38,male,yes,Annual Forever,50000
38,male,yes,Annual Forever,100000
38,male,yes,Annual Forever,250000
38,male,yes,Annual Forever,1000000
38,male,yes,1,10000
38,male,yes,1,25000
38,male,yes,1,50000
38,male,yes,1,100000
38,male,yes,1,250000
38,male,yes,1,1000000
38,male,yes,5,10000
38,male,yes,5,25000
38,male,yes,5,50000
38,male,yes,5,100000
38,male,yes,5,250000
38,male,yes,5,1000000
38,male,yes,10,10000
38,male,yes,10,25000
38,male,yes,10,50000
38,male,yes,10,100000
38,male,yes,10,250000
38,male,yes,10,1000000
38,male,yes,25,10000
38,male,yes,25,25000
38,male,yes,25,50000
38,male,yes,25,100000
38,male,yes,25,250000
38,male,yes,25,1000000
38,male,no,Annual Forever,10000
38,male,no,Annual Forever,25000
38,male,no,Annual Forever,50000
38,male,no,Annual Forever,100000
38,male,no,Annual Forever,250000
38,male,no,Annual Forever,1000000
38,male,no,1,10000
38,male,no,1,25000
38,male,no,1,50000
38,male,no,1,100000
38,male,no,1,250000
38,male,no,1,1000000
38,male,no,5,10000
38,male,no,5,25000
38,male,no,5,50000
38,male,no,5,100000
38,male,no,5,250000
38,male,no,5,1000000
38,male,no,10,10000
38,male,no,10,25000
38,male,no,10,50000
38,male,no,10,100000
38,male,no,10,250000
38,male,no,10,1000000
38,male,no,25,10000
38,male,no,25,25000
38,male,no,25,50000
38,male,no,25,100000
38,male,no,25,250000
38,male,no,25,1000000
38,female,yes,Annual Forever,10000
38,female,yes,Annual Forever,25000
38,female,yes,Annual Forever,50000
38,female,yes,Annual Forever,100000
38,female,yes,Annual Forever,250000
38,female,yes,Annual Forever,1000000
38,female,yes,1,10000
38,female,yes,1,25000
38,female,yes,1,50000
38,female,yes,1,100000
38,female,yes,1,250000
38,female,yes,1,1000000
38,female,yes,5,10000
38,female,yes,5,25000
38,female,yes,5,50000
38,female,yes,5,100000
38,female,yes,5,250000
38,female,yes,5,1000000
38,female,yes,10,10000
38,female,yes,10,25000
38,female,yes,10,50000
38,female,yes,10,100000
38,female,yes,10,250000
38,female,yes,10,1000000
38,female,yes,25,10000
38,female,yes,25,25000
38,female,yes,25,50000
38,female,yes,25,100000
38,female,yes,25,250000
38,female,yes,25,1000000
38,female,no,Annual Forever,10000
38,female,no,Annual Forever,25000
38,female,no,Annual Forever,50000
38,female,no,Annual Forever,100000
38,female,no,Annual Forever,250000
38,female,no,Annual Forever,1000000
38,female,no,1,10000
38,female,no,1,25000
38,female,no,1,50000
38,female,no,1,100000
38,female,no,1,250000
38,female,no,1,1000000
38,female,no,5,10000
38,female,no,5,25000
38,female,no,5,50000
38,female,no,5,100000
38,female,no,5,250000
38,female,no,5,1000000
38,female,no,10,10000
38,female,no,10,25000
38,female,no,10,50000
38,female,no,10,100000
38,female,no,10,250000
38,female,no,10,1000000
38,female,no,25,10000
38,female,no,25,25000
38,female,no,25,50000
38,female,no,25,100000
38,female,no,25,250000
38,female,no,25,1000000
39,male,yes,Annual Forever,10000
39,male,yes,Annual Forever,25000
39,male,yes,Annual Forever,50000
39,male,yes,Annual Forever,100000
39,male,yes,Annual Forever,250000
39,male,yes,Annual Forever,1000000
39,male,yes,1,10000
39,male,yes,1,25000
39,male,yes,1,50000
39,male,yes,1,100000
39,male,yes,1,250000
39,male,yes,1,1000000
39,male,yes,5,10000
39,male,yes,5,25000
39,male,yes,5,50000
39,male,yes,5,100000
39,male,yes,5,250000
39,male,yes,5,1000000
39,male,yes,10,10000
39,male,yes,10,25000
39,male,yes,10,50000
39,male,yes,10,100000
39,male,yes,10,250000
39,male,yes,10,1000000
39,male,yes,25,10000
39,male,yes,25,25000
39,male,yes,25,50000
39,male,yes,25,100000
39,male,yes,25,250000
39,male,yes,25,1000000
39,male,no,Annual Forever,10000
39,male,no,Annual Forever,25000
39,male,no,Annual Forever,50000
39,male,no,Annual Forever,100000
39,male,no,Annual Forever,250000
39,male,no,Annual Forever,1000000
39,male,no,1,10000
39,male,no,1,25000
39,male,no,1,50000
39,male,no,1,100000
39,male,no,1,250000
39,male,no,1,1000000
39,male,no,5,10000
39,male,no,5,25000
39,male,no,5,50000
39,male,no,5,100000
39,male,no,5,250000
39,male,no,5,1000000
39,male,no,10,10000
39,male,no,10,25000
39,male,no,10,50000
39,male,no,10,100000
39,male,no,10,250000
39,male,no,10,1000000
39,male,no,25,10000
39,male,no,25,25000
39,male,no,25,50000
39,male,no,25,100000
39,male,no,25,250000
39,male,no,25,1000000
39,female,yes,Annual Forever,10000
39,female,yes,Annual Forever,25000
39,female,yes,Annual Forever,50000
39,female,yes,Annual Forever,100000
39,female,yes,Annual Forever,250000
39,female,yes,Annual Forever,1000000
39,female,yes,1,10000
39,female,yes,1,25000
39,female,yes,1,50000
39,female,yes,1,100000
39,female,yes,1,250000
39,female,yes,1,1000000
39,female,yes,5,10000
39,female,yes,5,25000
39,female,yes,5,50000
39,female,yes,5,100000
39,female,yes,5,250000
39,female,yes,5,1000000
39,female,yes,10,10000
39,female,yes,10,25000
39,female,yes,10,50000
39,female,yes,10,100000
39,female,yes,10,250000
39,female,yes,10,1000000
39,female,yes,25,10000
39,female,yes,25,25000
39,female,yes,25,50000
39,female,yes,25,100000
39,female,yes,25,250000
39,female,yes,25,1000000
39,female,no,Annual Forever,10000
39,female,no,Annual Forever,25000
39,female,no,Annual Forever,50000
39,female,no,Annual Forever,100000
39,female,no,Annual Forever,250000
39,female,no,Annual Forever,1000000
39,female,no,1,10000
39,female,no,1,25000
39,female,no,1,50000
39,female,no,1,100000
39,female,no,1,250000
39,female,no,1,1000000
39,female,no,5,10000
39,female,no,5,25000
39,female,no,5,50000
39,female,no,5,100000
39,female,no,5,250000
39,female,no,5,1000000
39,female,no,10,10000
39,female,no,10,25000
39,female,no,10,50000
39,female,no,10,100000
39,female,no,10,250000
39,female,no,10,1000000
39,female,no,25,10000
39,female,no,25,25000
39,female,no,25,50000
39,female,no,25,100000
39,female,no,25,250000
39,female,no,25,1000000
40,male,yes,Annual Forever,10000
40,male,yes,Annual Forever,25000
40,male,yes,Annual Forever,50000
40,male,yes,Annual Forever,100000
40,male,yes,Annual Forever,250000
40,male,yes,Annual Forever,1000000
40,male,yes,1,10000
40,male,yes,1,25000
40,male,yes,1,50000
40,male,yes,1,100000
40,male,yes,1,250000
40,male,yes,1,1000000
40,male,yes,5,10000
40,male,yes,5,25000
40,male,yes,5,50000
40,male,yes,5,100000
40,male,yes,5,250000
40,male,yes,5,1000000
40,male,yes,10,10000
40,male,yes,10,25000
40,male,yes,10,50000
40,male,yes,10,100000
40,male,yes,10,250000
40,male,yes,10,1000000
40,male,yes,25,10000
40,male,yes,25,25000
40,male,yes,25,50000
40,male,yes,25,100000
40,male,yes,25,250000
40,male,yes,25,1000000
40,male,no,Annual Forever,10000
40,male,no,Annual Forever,25000
40,male,no,Annual Forever,50000
40,male,no,Annual Forever,100000
40,male,no,Annual Forever,250000
40,male,no,Annual Forever,1000000
40,male,no,1,10000
40,male,no,1,25000
40,male,no,1,50000
40,male,no,1,100000
40,male,no,1,250000
40,male,no,1,1000000
40,male,no,5,10000
40,male,no,5,25000
40,male,no,5,50000
40,male,no,5,100000
40,male,no,5,250000
40,male,no,5,1000000
40,male,no,10,10000
40,male,no,10,25000
40,male,no,10,50000
40,male,no,10,100000
40,male,no,10,250000
40,male,no,10,1000000
40,male,no,25,10000
40,male,no,25,25000
40,male,no,25,50000
40,male,no,25,100000
40,male,no,25,250000
40,male,no,25,1000000
40,female,yes,Annual Forever,10000
40,female,yes,Annual Forever,25000
40,female,yes,Annual Forever,50000
40,female,yes,Annual Forever,100000
40,female,yes,Annual Forever,250000
40,female,yes,Annual Forever,1000000
40,female,yes,1,10000
40,female,yes,1,25000
40,female,yes,1,50000
40,female,yes,1,100000
40,female,yes,1,250000
40,female,yes,1,1000000
40,female,yes,5,10000
40,female,yes,5,25000
40,female,yes,5,50000
40,female,yes,5,100000
40,female,yes,5,250000
40,female,yes,5,1000000
40,female,yes,10,10000
40,female,yes,10,25000
40,female,yes,10,50000
40,female,yes,10,100000
40,female,yes,10,250000
40,female,yes,10,1000000
40,female,yes,25,10000
40,female,yes,25,25000
40,female,yes,25,50000
40,female,yes,25,100000
40,female,yes,25,250000
40,female,yes,25,1000000
40,female,no,Annual Forever,10000
40,female,no,Annual Forever,25000
40,female,no,Annual Forever,50000
40,female,no,Annual Forever,100000
40,female,no,Annual Forever,250000
40,female,no,Annual Forever,1000000
40,female,no,1,10000
40,female,no,1,25000
40,female,no,1,50000
40,female,no,1,100000
40,female,no,1,250000
40,female,no,1,1000000
40,female,no,5,10000
40,female,no,5,25000
40,female,no,5,50000
40,female,no,5,100000
40,female,no,5,250000
40,female,no,5,1000000
40,female,no,10,10000
40,female,no,10,25000
40,female,no,10,50000
40,female,no,10,100000
40,female,no,10,250000
40,female,no,10,1000000
40,female,no,25,10000
40,female,no,25,25000
40,female,no,25,50000
40,female,no,25,100000
40,female,no,25,250000
40,female,no,25,1000000
41,male,yes,Annual Forever,10000
41,male,yes,Annual Forever,25000
41,male,yes,Annual Forever,50000
41,male,yes,Annual Forever,100000
41,male,yes,Annual Forever,250000
41,male,yes,Annual Forever,1000000
41,male,yes,1,10000
41,male,yes,1,25000
41,male,yes,1,50000
41,male,yes,1,100000
41,male,yes,1,250000
41,male,yes,1,1000000
41,male,yes,5,10000
41,male,yes,5,25000
41,male,yes,5,50000
41,male,yes,5,100000
41,male,yes,5,250000
41,male,yes,5,1000000
41,male,yes,10,10000
41,male,yes,10,25000
41,male,yes,10,50000
41,male,yes,10,100000
41,male,yes,10,250000
41,male,yes,10,1000000
41,male,yes,25,10000
41,male,yes,25,25000
41,male,yes,25,50000
41,male,yes,25,100000
41,male,yes,25,250000
41,male,yes,25,1000000
41,male,no,Annual Forever,10000
41,male,no,Annual Forever,25000
41,male,no,Annual Forever,50000
41,male,no,Annual Forever,100000
41,male,no,Annual Forever,250000
41,male,no,Annual Forever,1000000
41,male,no,1,10000
41,male,no,1,25000
41,male,no,1,50000
41,male,no,1,100000
41,male,no,1,250000
41,male,no,1,1000000
41,male,no,5,10000
41,male,no,5,25000
41,male,no,5,50000
41,male,no,5,100000
41,male,no,5,250000
41,male,no,5,1000000
41,male,no,10,10000
41,male,no,10,25000
41,male,no,10,50000
41,male,no,10,100000
41,male,no,10,250000
41,male,no,10,1000000
41,male,no,25,10000
41,male,no,25,25000
41,male,no,25,50000
41,male,no,25,100000
41,male,no,25,250000
41,male,no,25,1000000
41,female,yes,Annual Forever,10000
41,female,yes,Annual Forever,25000
41,female,yes,Annual Forever,50000
41,female,yes,Annual Forever,100000
41,female,yes,Annual Forever,250000
41,female,yes,Annual Forever,1000000
41,female,yes,1,10000
41,female,yes,1,25000
41,female,yes,1,50000
41,female,yes,1,100000
41,female,yes,1,250000
41,female,yes,1,1000000
41,female,yes,5,10000
41,female,yes,5,25000
41,female,yes,5,50000
41,female,yes,5,100000
41,female,yes,5,250000
41,female,yes,5,1000000
41,female,yes,10,10000
41,female,yes,10,25000
41,female,yes,10,50000
41,female,yes,10,100000
41,female,yes,10,250000
41,female,yes,10,1000000
41,female,yes,25,10000
41,female,yes,25,25000
41,female,yes,25,50000
41,female,yes,25,100000
41,female,yes,25,250000
41,female,yes,25,1000000
41,female,no,Annual Forever,10000
41,female,no,Annual Forever,25000
41,female,no,Annual Forever,50000
41,female,no,Annual Forever,100000
41,female,no,Annual Forever,250000
41,female,no,Annual Forever,1000000
41,female,no,1,10000
41,female,no,1,25000
41,female,no,1,50000
41,female,no,1,100000
41,female,no,1,250000
41,female,no,1,1000000
41,female,no,5,10000
41,female,no,5,25000
41,female,no,5,50000
41,female,no,5,100000
41,female,no,5,250000
41,female,no,5,1000000
41,female,no,10,10000
41,female,no,10,25000
41,female,no,10,50000
41,female,no,10,100000
41,female,no,10,250000
41,female,no,10,1000000
41,female,no,25,10000
41,female,no,25,25000
41,female,no,25,50000
41,female,no,25,100000
41,female,no,25,250000
41,female,no,25,1000000
42,male,yes,Annual Forever,10000
42,male,yes,Annual Forever,25000
42,male,yes,Annual Forever,50000
42,male,yes,Annual Forever,100000
42,male,yes,Annual Forever,250000
42,male,yes,Annual Forever,1000000
42,male,yes,1,10000
42,male,yes,1,25000
42,male,yes,1,50000
42,male,yes,1,100000
42,male,yes,1,250000
42,male,yes,1,1000000
42,male,yes,5,10000
42,male,yes,5,25000
42,male,yes,5,50000
42,male,yes,5,100000
42,male,yes,5,250000
42,male,yes,5,1000000
42,male,yes,10,10000
42,male,yes,10,25000
42,male,yes,10,50000
42,male,yes,10,100000
42,male,yes,10,250000
42,male,yes,10,1000000
42,male,yes,25,10000
42,male,yes,25,25000
42,male,yes,25,50000
42,male,yes,25,100000
42,male,yes,25,250000
42,male,yes,25,1000000
42,male,no,Annual Forever,10000
42,male,no,Annual Forever,25000
42,male,no,Annual Forever,50000
42,male,no,Annual Forever,100000
42,male,no,Annual Forever,250000
42,male,no,Annual Forever,1000000
42,male,no,1,10000
42,male,no,1,25000
42,male,no,1,50000
42,male,no,1,100000
42,male,no,1,250000
42,male,no,1,1000000
42,male,no,5,10000
42,male,no,5,25000
42,male,no,5,50000
42,male,no,5,100000
42,male,no,5,250000
42,male,no,5,1000000
42,male,no,10,10000
42,male,no,10,25000
42,male,no,10,50000
42,male,no,10,100000
42,male,no,10,250000
42,male,no,10,1000000
42,male,no,25,10000
42,male,no,25,25000
42,male,no,25,50000
42,male,no,25,100000
42,male,no,25,250000
42,male,no,25,1000000
42,female,yes,Annual Forever,10000
42,female,yes,Annual Forever,25000
42,female,yes,Annual Forever,50000
42,female,yes,Annual Forever,100000
42,female,yes,Annual Forever,250000
42,female,yes,Annual Forever,1000000
42,female,yes,1,10000
42,female,yes,1,25000
42,female,yes,1,50000
42,female,yes,1,100000
42,female,yes,1,250000
42,female,yes,1,1000000
42,female,yes,5,10000
42,female,yes,5,25000
42,female,yes,5,50000
42,female,yes,5,100000
42,female,yes,5,250000
42,female,yes,5,1000000
42,female,yes,10,10000
42,female,yes,10,25000
42,female,yes,10,50000
42,female,yes,10,100000
42,female,yes,10,250000
42,female,yes,10,1000000
42,female,yes,25,10000
42,female,yes,25,25000
42,female,yes,25,50000
42,female,yes,25,100000
42,female,yes,25,250000
42,female,yes,25,1000000
42,female,no,Annual Forever,10000
42,female,no,Annual Forever,25000
42,female,no,Annual Forever,50000
42,female,no,Annual Forever,100000
42,female,no,Annual Forever,250000
42,female,no,Annual Forever,1000000
42,female,no,1,10000
42,female,no,1,25000
42,female,no,1,50000
42,female,no,1,100000
42,female,no,1,250000
42,female,no,1,1000000
42,female,no,5,10000
42,female,no,5,25000
42,female,no,5,50000
42,female,no,5,100000
42,female,no,5,250000
42,female,no,5,1000000
42,female,no,10,10000
42,female,no,10,25000
42,female,no,10,50000
42,female,no,10,100000
42,female,no,10,250000
42,female,no,10,1000000
42,female,no,25,10000
42,female,no,25,25000
42,female,no,25,50000
42,female,no,25,100000
42,female,no,25,250000
42,female,no,25,1000000
43,male,yes,Annual Forever,10000
43,male,yes,Annual Forever,25000
43,male,yes,Annual Forever,50000
43,male,yes,Annual Forever,100000
43,male,yes,Annual Forever,250000
43,male,yes,Annual Forever,1000000
43,male,yes,1,10000
43,male,yes,1,25000
43,male,yes,1,50000
43,male,yes,1,100000
43,male,yes,1,250000
43,male,yes,1,1000000
43,male,yes,5,10000
43,male,yes,5,25000
43,male,yes,5,50000
43,male,yes,5,100000
43,male,yes,5,250000
43,male,yes,5,1000000
43,male,yes,10,10000
43,male,yes,10,25000
43,male,yes,10,50000
43,male,yes,10,100000
43,male,yes,10,250000
43,male,yes,10,1000000
43,male,yes,25,10000
43,male,yes,25,25000
43,male,yes,25,50000
43,male,yes,25,100000
43,male,yes,25,250000
43,male,yes,25,1000000
43,male,no,Annual Forever,10000
43,male,no,Annual Forever,25000
43,male,no,Annual Forever,50000
43,male,no,Annual Forever,100000
43,male,no,Annual Forever,250000
43,male,no,Annual Forever,1000000
43,male,no,1,10000
43,male,no,1,25000
43,male,no,1,50000
43,male,no,1,100000
43,male,no,1,250000
43,male,no,1,1000000
43,male,no,5,10000
43,male,no,5,25000
43,male,no,5,50000
43,male,no,5,100000
43,male,no,5,250000
43,male,no,5,1000000
43,male,no,10,10000
43,male,no,10,25000
43,male,no,10,50000
43,male,no,10,100000
43,male,no,10,250000
43,male,no,10,1000000
43,male,no,25,10000
43,male,no,25,25000
43,male,no,25,50000
43,male,no,25,100000
43,male,no,25,250000
43,male,no,25,1000000
43,female,yes,Annual Forever,10000
43,female,yes,Annual Forever,25000
43,female,yes,Annual Forever,50000
43,female,yes,Annual Forever,100000
43,female,yes,Annual Forever,250000
43,female,yes,Annual Forever,1000000
43,female,yes,1,10000
43,female,yes,1,25000
43,female,yes,1,50000
43,female,yes,1,100000
43,female,yes,1,250000
43,female,yes,1,1000000
43,female,yes,5,10000
43,female,yes,5,25000
43,female,yes,5,50000
43,female,yes,5,100000
43,female,yes,5,250000
43,female,yes,5,1000000
43,female,yes,10,10000
43,female,yes,10,25000
43,female,yes,10,50000
43,female,yes,10,100000
43,female,yes,10,250000
43,female,yes,10,1000000
43,female,yes,25,10000
43,female,yes,25,25000
43,female,yes,25,50000
43,female,yes,25,100000
43,female,yes,25,250000
43,female,yes,25,1000000
43,female,no,Annual Forever,10000
43,female,no,Annual Forever,25000
43,female,no,Annual Forever,50000
43,female,no,Annual Forever,100000
43,female,no,Annual Forever,250000
43,female,no,Annual Forever,1000000
43,female,no,1,10000
43,female,no,1,25000
43,female,no,1,50000
43,female,no,1,100000
43,female,no,1,250000
43,female,no,1,1000000
43,female,no,5,10000
43,female,no,5,25000
43,female,no,5,50000
43,female,no,5,100000
43,female,no,5,250000
43,female,no,5,1000000
43,female,no,10,10000
43,female,no,10,25000
43,female,no,10,50000
43,female,no,10,100000
43,female,no,10,250000
43,female,no,10,1000000
43,female,no,25,10000
43,female,no,25,25000
43,female,no,25,50000
43,female,no,25,100000
43,female,no,25,250000
43,female,no,25,1000000
44,male,yes,Annual Forever,10000
44,male,yes,Annual Forever,25000
44,male,yes,Annual Forever,50000
44,male,yes,Annual Forever,100000
44,male,yes,Annual Forever,250000
44,male,yes,Annual Forever,1000000
44,male,yes,1,10000
44,male,yes,1,25000
44,male,yes,1,50000
44,male,yes,1,100000
44,male,yes,1,250000
44,male,yes,1,1000000
44,male,yes,5,10000
44,male,yes,5,25000
44,male,yes,5,50000
44,male,yes,5,100000
44,male,yes,5,250000
44,male,yes,5,1000000
44,male,yes,10,10000
44,male,yes,10,25000
44,male,yes,10,50000
44,male,yes,10,100000
44,male,yes,10,250000
44,male,yes,10,1000000
44,male,yes,25,10000
44,male,yes,25,25000
44,male,yes,25,50000
44,male,yes,25,100000
44,male,yes,25,250000
44,male,yes,25,1000000
44,male,no,Annual Forever,10000
44,male,no,Annual Forever,25000
44,male,no,Annual Forever,50000
44,male,no,Annual Forever,100000
44,male,no,Annual Forever,250000
44,male,no,Annual Forever,1000000
44,male,no,1,10000
44,male,no,1,25000
44,male,no,1,50000
44,male,no,1,100000
44,male,no,1,250000
44,male,no,1,1000000
44,male,no,5,10000
44,male,no,5,25000
44,male,no,5,50000
44,male,no,5,100000
44,male,no,5,250000
44,male,no,5,1000000
44,male,no,10,10000
44,male,no,10,25000
44,male,no,10,50000
44,male,no,10,100000
44,male,no,10,250000
44,male,no,10,1000000
44,male,no,25,10000
44,male,no,25,25000
44,male,no,25,50000
44,male,no,25,100000
44,male,no,25,250000
44,male,no,25,1000000
44,female,yes,Annual Forever,10000
44,female,yes,Annual Forever,25000
44,female,yes,Annual Forever,50000
44,female,yes,Annual Forever,100000
44,female,yes,Annual Forever,250000
44,female,yes,Annual Forever,1000000
44,female,yes,1,10000
44,female,yes,1,25000
44,female,yes,1,50000
44,female,yes,1,100000
44,female,yes,1,250000
44,female,yes,1,1000000
44,female,yes,5,10000
44,female,yes,5,25000
44,female,yes,5,50000
44,female,yes,5,100000
44,female,yes,5,250000
44,female,yes,5,1000000
44,female,yes,10,10000
44,female,yes,10,25000
44,female,yes,10,50000
44,female,yes,10,100000
44,female,yes,10,250000
44,female,yes,10,1000000
44,female,yes,25,10000
44,female,yes,25,25000
44,female,yes,25,50000
44,female,yes,25,100000
44,female,yes,25,250000
44,female,yes,25,1000000
44,female,no,Annual Forever,10000
44,female,no,Annual Forever,25000
44,female,no,Annual Forever,50000
44,female,no,Annual Forever,100000
44,female,no,Annual Forever,250000
44,female,no,Annual Forever,1000000
44,female,no,1,10000
44,female,no,1,25000
44,female,no,1,50000
44,female,no,1,100000
44,female,no,1,250000
44,female,no,1,1000000
44,female,no,5,10000
44,female,no,5,25000
44,female,no,5,50000
44,female,no,5,100000
44,female,no,5,250000
44,female,no,5,1000000
44,female,no,10,10000
44,female,no,10,25000
44,female,no,10,50000
44,female,no,10,100000
44,female,no,10,250000
44,female,no,10,1000000
44,female,no,25,10000
44,female,no,25,25000
44,female,no,25,50000
44,female,no,25,100000
44,female,no,25,250000
44,female,no,25,1000000
45,male,yes,Annual Forever,10000
45,male,yes,Annual Forever,25000
45,male,yes,Annual Forever,50000
45,male,yes,Annual Forever,100000
45,male,yes,Annual Forever,250000
45,male,yes,Annual Forever,1000000
45,male,yes,1,10000
45,male,yes,1,25000
45,male,yes,1,50000
45,male,yes,1,100000
45,male,yes,1,250000
45,male,yes,1,1000000
45,male,yes,5,10000
45,male,yes,5,25000
